,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
441,0.8271,0.0,0.58,0.42,03-17-2018 04:06:06,"“I like to photograph things that give me joy, because there’s certainly enough heartache” https://t.co/smC1cqYWKX",41,@nytimes
442,-0.7717,0.427,0.573,0.0,03-17-2018 00:32:06,Fatal collapse: A look at how the Florida bridge was built https://t.co/XS8gsX1m7C,42,@nytimes
443,-0.2023,0.091,0.909,0.0,03-16-2018 19:50:05,One NYT reader's reaction to South Africa's former president Jacob Zuma being charged with corruption related to an… https://t.co/CGEcwufePO,43,@nytimes
444,-0.3818,0.11,0.89,0.0,03-16-2018 15:25:07,"RT @NYTSports: Catch up on last night's NCAA tournament action, including the first major upset. The Bulls practically ran the Wildcats out…",44,@nytimes
445,0.0,0.0,1.0,0.0,03-16-2018 12:00:05,Morning Briefing: Here's what you need to know to start your day https://t.co/qbWj43MLtq https://t.co/DNVWpN9CDM,45,@nytimes
446,0.3612,0.0,0.762,0.238,03-16-2018 07:12:16,Editors’ Choice: 5 New Books We Recommend This Week https://t.co/xZ9DGyfBUh,46,@nytimes
447,-0.5106,0.193,0.807,0.0,03-16-2018 02:17:05,Toys “R” Us went from planning a turnaround to collapsing. The brand’s downfall shows the risks of private equity i… https://t.co/V35xJMADBj,47,@nytimes
448,0.4019,0.0,0.748,0.252,03-15-2018 21:32:07,What a happens when a self-driving car can’t help itself? https://t.co/Uut9hnmN02,48,@nytimes
449,0.4939,0.0,0.781,0.219,03-15-2018 17:52:56,"Exclusive: The special counsel has subpoenaed Trump Organization records, some related to Russia, bringing the inqu… https://t.co/W0RzkbrOtP",49,@nytimes
450,-0.6369,0.222,0.726,0.052,03-15-2018 14:46:43,There are only a few hours left to fill out a March Madness bracket. You may want to consider these upset picks. https://t.co/duvhqjnBoA,50,@nytimes
451,0.0,0.0,1.0,0.0,03-15-2018 10:39:08,Rising ocean levels are causing waves to break on the statues and platforms built by an ancient civilization. Easte… https://t.co/XObQQ1Nhuc,51,@nytimes
452,0.624,0.0,0.797,0.203,03-15-2018 05:42:06,"RT @daiwaka: This partnership between Lyft and Magna is really interesting. Basically, allows them to create ""autonomy in a box"" that can b…",52,@nytimes
453,-0.7506,0.262,0.738,0.0,03-15-2018 00:56:04,The U.S. military said it limited operations in the West African nation of Niger after 4 soldiers were killed. But… https://t.co/sYDXeFdwtJ,53,@nytimes
454,0.0,0.0,1.0,0.0,03-14-2018 20:15:05,"As cities throughout the South move to take down Confederate monuments, Nashville's mayor said it was time for the… https://t.co/QoJGRcfkMx",54,@nytimes
455,-0.25,0.185,0.714,0.101,03-14-2018 17:45:12,"History is full of movements led by students. Some were successful and others brutally crushed, but even the latter… https://t.co/DLsUVrnNMm",55,@nytimes
456,0.0,0.0,1.0,0.0,03-14-2018 15:05:05,"Chris Cuomo is taking over the 9 p.m. weeknight slot on CNN, putting him up against MSNBC's Rachel Maddow and Sean… https://t.co/JRQnx8Xkah",56,@nytimes
457,-0.6486,0.202,0.798,0.0,03-14-2018 12:11:06,"Three adults and one young child were found shot dead in Brooklyn Wednesday morning, the police said https://t.co/avcNdu3OFv",57,@nytimes
458,-0.3252,0.135,0.865,0.0,03-14-2018 07:32:03,"""The Irish were slaves, too,"" the memes often say. But they're not true.
From 2017: https://t.co/FRHYpHc9gP",58,@nytimes
459,0.0,0.0,1.0,0.0,03-14-2018 03:17:06,Pennsylvania election live results and maps https://t.co/8Yc1XqPiG0,59,@nytimes
460,0.4019,0.0,0.722,0.278,03-13-2018 23:17:06,"5 key factors in Pennsylvania’s special house election
https://t.co/SVKr8Z65bj",60,@nytimes
461,-0.25,0.1,0.9,0.0,03-13-2018 19:18:07,One NYT reader's reaction to how schools are determining the appropriate age for students to protest about a distur… https://t.co/HBpGMELbTp,61,@nytimes
462,0.0,0.0,1.0,0.0,03-13-2018 16:37:40,"If confirmed as secretary of state, Mike Pompeo is likely to be one of the most conservative secretaries of state i… https://t.co/9evzWHus0r",62,@nytimes
463,-0.2732,0.231,0.769,0.0,03-13-2018 13:20:08,How Trump blocked the biggest-ever tech takeover https://t.co/bOJdeC1aeq,63,@nytimes
464,0.0772,0.139,0.674,0.187,03-13-2018 08:31:04,"""I know that Russian security services are capable of assassinations in London or any part of the world if a decisi… https://t.co/gbmOBuyU4e",64,@nytimes
465,-0.296,0.268,0.732,0.0,03-13-2018 03:32:07,How to stop eating sugar https://t.co/ua89Cgmtye https://t.co/vz5wJ0F6FO,65,@nytimes
466,-0.128,0.182,0.663,0.155,03-12-2018 23:02:07,"“I lied,” said the antiques dealer. “I cheated. I stole.” And he succeeded, temporarily. https://t.co/32gPjjA1BN",66,@nytimes
467,-0.3595,0.122,0.878,0.0,03-12-2018 19:44:03,"And he’s off! Follow @DanBilefsky on his road trip across Quebec. He'll stop in Montreal, Maniwaki, Hérouxville, Qu… https://t.co/ftzf28fWAT",67,@nytimes
468,0.0,0.0,1.0,0.0,03-12-2018 17:12:00,Brittany Gilbert said she used to “get so creeped out and weirded out” by customers’ behavior. But now?… https://t.co/EXlsS8KNA1,68,@nytimes
469,0.0,0.0,1.0,0.0,03-12-2018 14:31:03,"""A Wrinkle in Time"" arrived to a lackluster $33.3 million in ticket sales in North America over the weekend. ""Black… https://t.co/TjgllqGBxN",69,@nytimes
470,0.0,0.0,1.0,0.0,03-12-2018 09:45:07,"RT @nytimesworld: Brussels is astir after a bureaucratic sleight-of-hand put Martin Selmayr, a German lawyer and chief of staff to Jean-Cla…",70,@nytimes
471,-0.1293,0.126,0.812,0.062,03-12-2018 04:17:36,"A week's worth of gas. A few gallons of milk. Few are complaining, but many in the working class are not feeling fl… https://t.co/jNQ2epY03D",71,@nytimes
472,-0.4767,0.124,0.876,0.0,03-12-2018 00:20:03,"RT @NYTSports: A snubs list at the NCAA tournament has to start with the first four teams eliminated: Baylor, Notre Dame, Saint Mary’s and…",72,@nytimes
473,0.0,0.0,1.0,0.0,03-11-2018 19:54:03,"RT @cliffordlevy: Few things:
• @maggieNYT is one of the finest journalists in the world. 
• @realDonaldTrump has talked to her for more th…",73,@nytimes
474,0.0,0.0,1.0,0.0,03-11-2018 15:46:02,President Xi Jinping has set China on course to follow his hard-line authoritarian rule far into the future https://t.co/ZNBzhGP6KQ,74,@nytimes
475,-0.6588,0.204,0.796,0.0,03-11-2018 10:05:10,Donald Trump’s election shook one Ohio man so badly he swore off all political news. But what are the ethics of ign… https://t.co/srVJ0dS1Pn,75,@nytimes
476,0.6124,0.08,0.62,0.299,03-11-2018 05:36:41,From everyone cares and everything matters to no one cares and nothing matters. Here are 25 songs that tell us wher… https://t.co/wufZ5kGonc,76,@nytimes
477,0.0,0.0,1.0,0.0,03-11-2018 00:11:17,Here’s Cardi B’s “Bodak Yellow” and your 3 minutes 44 seconds of frankness in a year of feminist pandering https://t.co/YVZ4Ae8ODr,77,@nytimes
478,0.0,0.0,1.0,0.0,03-10-2018 20:00:09,"One year ago today, the invasion of the toddlers https://t.co/Tdov9NdtSA",78,@nytimes
479,0.0,0.0,1.0,0.0,03-10-2018 15:30:08,Here are some of the highlights of the past week https://t.co/9cec4Q183M,79,@nytimes
480,0.296,0.0,0.879,0.121,03-10-2018 10:38:04,RT @nytpolitics: Stephen K. Bannon's next project: creating a network of populists to demolish Europe's political establishment https://t.c…,80,@nytimes
481,-0.6486,0.323,0.677,0.0,03-10-2018 04:52:19,Gunman and 3 Hostages Found Dead at California Veterans Home https://t.co/FLaBaqoHsV,81,@nytimes
482,-0.0258,0.052,0.948,0.0,03-10-2018 00:02:06,"John Kelly, the White House chief of staff, thwarted an effort by the EPA chief to stage public debates challenging… https://t.co/ISODaflSpQ",82,@nytimes
483,0.6124,0.0,0.762,0.238,03-09-2018 19:35:20,We'd like to hear from you. Which CEO or organizational leader would you like @dgelles to interview? https://t.co/JJweDkYUG3,83,@nytimes
484,0.0,0.0,1.0,0.0,03-09-2018 15:00:47,Morning Briefing: Here's what you need to know to start your day https://t.co/RXe6D1QISJ https://t.co/S8OKlxlOZ8,84,@nytimes
485,0.4019,0.0,0.816,0.184,03-09-2018 10:44:01,The Trump campaign's Florida staff unwittingly engaged with Russian trolls on Facebook https://t.co/uhWdofoe85,85,@nytimes
486,0.128,0.103,0.738,0.159,03-09-2018 05:17:02,RT @nytopinion: There are growing fears that funds will be taken from providers of birth control and given to groups that promote abstinenc…,86,@nytimes
487,0.3034,0.0,0.908,0.092,03-09-2018 01:34:36,RT @shearm: EXCLUSIVE: Former President Obama is in talks with Netflix to produce shows for the streaming service that would give him a mas…,87,@nytimes
488,0.5719,0.0,0.764,0.236,03-08-2018 21:55:07,"“It’s more than just racist,” one activist said. “It celebrates human subjugation.” https://t.co/eHZNoiKExV",88,@nytimes
489,0.6369,0.0,0.802,0.198,03-08-2018 19:15:11,RT @nytvideo: Today is International Women's Day. These are our best videos about women around the world: https://t.co/qcOdXNPcrh,89,@nytimes
490,0.0,0.0,1.0,0.0,03-08-2018 16:15:16,"RT @nytopinion: Trump's hires include people who confess to crimes, who are secretly operating as foreign agents, who allegedly beat their…",90,@nytimes
491,0.5719,0.0,0.761,0.239,03-08-2018 12:41:05,"In Opinion

Op-Ed contributor Sylvie Kauffmann writes, ""Senior European officials admit that however good their coo… https://t.co/6mZLKkVzmj",91,@nytimes
492,-0.7845,0.231,0.769,0.0,03-08-2018 08:17:06,RT @nytimesworld: “Will she also call on the crown prince to halt the shocking abuse of human rights in Saudi Arabia?” -- Jeremy Corbyn on…,92,@nytimes
493,-0.1494,0.113,0.799,0.088,03-08-2018 02:47:03,"RT @NYTNational: Florida lawmakers passed the most significant gun control legislation in decades, on the same day that the Stoneman Dougla…",93,@nytimes
494,0.0,0.0,1.0,0.0,03-07-2018 22:30:10,The ground around San Francisco Bay is sinking to meet the rising sea https://t.co/qcoK9yPMAe,94,@nytimes
495,0.7096,0.0,0.743,0.257,03-07-2018 19:45:05,"Fans of the book and admirers of Ava DuVernay’s work can breathe a sigh of relief, and some may also find that thei… https://t.co/79AxAes6aH",95,@nytimes
496,0.0,0.0,1.0,0.0,03-07-2018 16:45:13,"On Queer Eye, @Antoni Porowski imparts lessons in home cooking that often involve 🥑. Some might say too often. But… https://t.co/VJpLYh1UZU",96,@nytimes
497,-0.3875,0.141,0.859,0.0,03-07-2018 13:44:01,Donald Trump intentionally never signed a nondisclosure agreement in 2016 so that he could later disavow knowledge… https://t.co/QfnUpr91w9,97,@nytimes
498,-0.5994,0.187,0.813,0.0,03-07-2018 08:47:02,"RT @nytimesworld: As North Korea opens the door to diplomacy, an assassination leads to new American sanctions https://t.co/5EbNUH1qLJ",98,@nytimes
499,0.0,0.0,1.0,0.0,03-07-2018 04:02:02,"On the 20th anniversary of “The Big Lebowski,” here's a list of streamable movies that follow in the footsteps of e… https://t.co/q75khuckpv",99,@nytimes
